# #CRIM ZN INDUS CHAS NOX RM AGE DIS RAD TAX PTRATIO B LSTAT CLASS
6.519271190441399506e-04	0.000000000000000000e+00	9.259259259259258745e-02	0.000000000000000000e+00	1.543209876543210068e-01	5.311362329948267069e-01	1.191489361702127575e-01	3.714987268097490469e-01	1.304347826086956486e-01	4.637404580152671985e-01	4.574468085106381809e-01	9.449933806410379944e-01	1.548013245033112439e-01	3.911111111111111316e-01
1.036676520507603810e-01	0.000000000000000000e+00	6.429629629629630694e-01	0.000000000000000000e+00	5.061728395061728669e-01	5.087181452385515223e-01	1.000000000000000000e+00	3.546744270643884152e-03	1.000000000000000000e+00	9.141221374045801484e-01	8.085106382978722861e-01	9.220132995855926383e-01	2.152317880794701599e-01	1.000000000000000000e+00
1.180212887924736269e-03	0.000000000000000000e+00	4.870370370370370461e-01	1.000000000000000000e+00	3.395061728395062373e-01	5.388005365012455972e-01	9.191489361702128713e-01	2.030738450345580537e-01	1.739130434782608647e-01	1.698473282442748145e-01	4.042553191489360320e-01	9.919857569655438079e-01	2.419977924944812231e-01	4.000000000000000222e-01
2.786763631458855639e-01	0.000000000000000000e+00	6.429629629629630694e-01	0.000000000000000000e+00	6.337448559670780801e-01	3.425943667369228951e-01	9.574468085106383475e-01	5.210985813022919744e-02	1.000000000000000000e+00	9.141221374045801484e-01	8.085106382978722861e-01	1.000000000000000000e+00	4.977924944812361363e-01	7.333333333333334758e-02
5.282857688805962099e-04	0.000000000000000000e+00	4.477777777777777746e-01	0.000000000000000000e+00	1.069958847736625362e-01	5.117838666411190784e-01	5.074468085106382809e-01	3.532193524918152971e-01	1.739130434782608647e-01	4.026717557251908164e-01	6.489361702127659504e-01	9.733703949804463074e-01	2.927704194260485338e-01	3.599999999999999867e-01
6.946395854642732626e-03	0.000000000000000000e+00	2.740740740740740811e-01	0.000000000000000000e+00	3.148148148148148806e-01	4.355240467522513703e-01	5.372340425531915153e-01	3.063841396871589962e-01	1.304347826086956486e-01	2.290076335877862523e-01	8.936170212765957022e-01	9.967562604933324355e-01	1.859823399558498958e-01	3.311111111111110783e-01
5.425607247631144409e-02	0.000000000000000000e+00	6.429629629629630694e-01	0.000000000000000000e+00	4.074074074074073293e-01	4.491281854761449699e-01	5.021276595744681437e-01	1.838850491087668793e-01	1.000000000000000000e+00	9.141221374045801484e-01	8.085106382978722861e-01	9.779887293366944512e-01	2.682119205298012510e-01	3.466666666666666785e-01
5.957265053334382700e-04	0.000000000000000000e+00	1.648148148148148306e-01	0.000000000000000000e+00	2.674897119341563823e-01	4.611994634987546249e-01	5.585106382978722861e-01	3.348490360130957355e-01	1.739130434782608647e-01	7.061068702290076993e-02	8.085106382978722861e-01	1.000000000000000000e+00	2.086092715231787631e-01	3.044444444444444065e-01
2.951656232086054266e-02	0.000000000000000000e+00	3.392592592592592604e-01	0.000000000000000000e+00	3.271604938271605589e-01	2.705499137765855489e-01	3.382978723404255206e-01	1.263186613313932727e-01	1.304347826086956486e-01	2.232824427480916141e-01	6.170212765957445722e-01	8.821982358520712442e-01	3.010485651214128144e-01	2.466666666666667007e-01
2.472827003270875682e-03	0.000000000000000000e+00	2.896296296296296258e-01	0.000000000000000000e+00	2.777777777777777901e-01	5.449319793063805983e-01	8.446808510638298406e-01	1.441433248453983518e-01	1.739130434782608647e-01	3.759541984732824305e-01	8.829787234042552058e-01	1.729656249841490523e-01	2.455849889624724114e-01	3.022222222222222809e-01
